,user_id,item_id,rating,user_rating_cnt,item_rating_cnt
308071,wKgcD1+g+Rgr3VAmBpiyAg==,63231,-1,3,982
308072,wKgcC13ESZcwEjVQAwn0Ag==,48823,-1,3,199
308073,wKgcC13ESZcwEjVQAwn0Ag==,48823,1,3,199
308102,wKgcC13EUB1P3zVUAyBYAg==,3922,1,3,375
308105,wKgcEF5Gl6OpJHdgJNXLAg==,40747,1,10,98
308107,wKgcEF82g5c35gGxBNYyAg==,65299,1,9,2063
308109,wKgcDl3S1WhU1WInFc1sAg==,20882,1,16,496
308122,wKgcEF82pqJfjQG2CEBDAg==,32651,1,4,648
308136,wKgcDl3SlUZZymIoESbkAg==,59100,-1,3,2088
308147,wKgcEFzqZCyzt0Q0BDSaAg==,58844,1,27,29
308157,882c2bd850b3476593874fffac9bd87e,65175,1,4,2908
308161,wKgcDl7FFE5rt3WUCdT4Ag==,62131,1,4,585
308200,f267fd03dc614c479ad097797329f354,66373,-1,4,605
308206,wKgcDF3B3GI/aF5wG+B2Ag==,61878,1,3,43
308220,wKgcDF3BKVYvgF5mBthUAg==,59022,-1,3,9961
308228,fc87e67245a946ae922998d21e67a369,64152,1,5,5553
308244,8aeba2c514844d09b6fb15ec0bc01068,64992,1,4,13745
308311,wKgcCl32O9pAKiRuDHvDAg==,62385,1,3,6809
308329,wKgcEV0PpqhocGIlDf93Ag==,64750,-1,3,1168
308343,8c218c84f021482b842b41448e519db1,66373,1,3,605
308378,wKgcEF5bkXxsrxRVBUpHAg==,63272,-1,4,218
308379,wKgcEF5bkXxsrxRVBUpHAg==,63272,1,4,218
308409,wKgcEF57f69ipliRSQDZAg==,59722,1,4,39
308413,wKgcC1roWsBwPEPyED3LAg==,57821,1,3,155
308436,8d1ad5151da74148bb56e557f1429157,66373,1,9,605
308443,8d2a915f88414e6c8e0c3a8df52255b1,66127,1,18,98
308542,wKgcEF7GvJRu0BJiB6UUAg==,62719,-1,4,2603
308556,wKgcEV0u6diUTWsMBtP/Ag==,64108,1,7,882
308566,wKgcEF7HNA2XVBJoMCtnAg==,12569,-1,4,9048
308583,wKgcDl3hC4SzWHT2BcR0Ag==,65058,1,3,4675
308585,wKgcD17IoRWOTj2ZBMX7Ag==,63463,-1,24,349
308598,wKgcEV0xomZt9FODD7NPAg==,58036,1,6,11
308605,wKgcEV1+JUdIh2H+Dd9MAg==,63388,1,5,459
308606,wKgcEV1+PRtPl2H/E3qnAg==,28303,1,3,122
308614,wKgcDl3iIBs1pjbKB1TmAg==,15370,-1,8,101
308616,wKgcDl7GDbJ9Gj0DBKF3Ag==,60735,-1,3,11177
308623,wKgcDl3iIBs1pjbKB1TmAg==,8543,-1,8,92
308630,wKgcDl3iZ2AZezbGCSDHAg==,59718,-1,3,364
308655,wKgcEF7IFYZZ8WtDGHHSAg==,64798,1,3,2929
308657,wKgcDV6Jj1uocgihDFLXAg==,62053,1,3,1485
308701,wKgcDl3jvi62RgZADR+8Ag==,58835,-1,3,291
308730,wKgcDV6K6Jm7rUQ7DwE0Ag==,44442,-1,3,219
308755,93b3d996520844ea84480b95e9e61bc0,66336,-1,4,786
308771,wKgcCluk7X+XkEPG4bItAg==,37865,1,4,151
308823,wKgcEF7KxPilLXzWBt/PAg==,65129,1,6,405
308824,wKgcEF7KxPilLXzWBt/PAg==,59505,1,6,284
308831,wKgcDl3nPDWgIB7iBM7JAg==,64992,1,5,13745
308895,wKgcEF5q2460aShkUTjYAg==,62238,1,4,1469
308896,wKgcEF5q2460aShkUTjYAg==,61519,1,4,1114
309010,98f7e18b0d5049dab4e43511e5579484,66337,1,5,52
309022,wKgcDl3sKUQ4dg+dChbwAg==,60735,1,6,11177
309023,wKgcDl3sKUQ4dg+dChbwAg==,64992,1,6,13745
309051,wKgcEF64A7Zj+4sgHU7sAg==,64228,1,25,743
309065,99bd56ea6bca484ba026edb2f8fef581,65175,1,7,2908
309078,99e5ce9c72bc4828acef978ead1a30a7,66257,-1,7,947
309079,99e5ce9c72bc4828acef978ead1a30a7,66257,1,7,947
309182,9ac902c733a84b3099b1acb039393264,66257,1,3,947
309213,wKgcDF3JSWSiuQlIDf70Ag==,61623,1,8,118
309214,wKgcDF3JSWSiuQlIDf70Ag==,62858,1,8,1201
309217,wKgcC2DXy8AEenZUFay3Ag==,62337,1,3,124
309226,9c2c8ee02beb4588be88c92a67722215,66126,1,4,301
309228,wKgcEF5IEwpFVi02KTIVAg==,64649,1,6,51968
309272,9e51ede828d74a07ba3f87d6803db7d2,66336,1,4,786
309276,wKgcEF5JjnE/4IJgBW+iAg==,62066,1,3,13086
309277,wKgcEF5JjnE/4IJgBW+iAg==,63401,1,3,7096
309291,9ebeb33627d040caa7d870a167586f82,66317,1,8,62
309308,9efd44d5aa6a42bb9a54d2809806d62f,66336,-1,4,786
309356,wKgcDFw6CBwAe2ZtEnABAg==,64421,-1,3,583
309401,wKgcDV4lQvnAQjfnA9N5Ag==,63135,-1,5,687
309402,wKgcDV4lQvnAQjfnA9N5Ag==,49483,1,5,766
309411,wKgcDFw7GxqRpHP4CFQzAg==,59090,-1,3,568
309435,wKgcEV2CmNEFpxcxEJTzAg==,60735,-1,5,11177
309441,a1a2f9ff69b747129f6802f241fbf2f9,66336,-1,5,786
309479,wKgcD18/xmlXqk2tBII6Ag==,65470,1,3,391
309494,wKgcEV2PtsO2XDrAGJaLAg==,64847,1,9,286
309502,wKgcC11ALy0NPReIB2XJAg==,63259,1,3,111
309503,wKgcC11ALy0NPReIB2XJAg==,62990,1,3,1129
309568,wKgcDF3NFQNxNy6LCx/tAg==,3927,1,3,701
309595,a457cb06b9de415f9649717eb353366e,59674,1,4,596
309614,wKgcEV2iCodaihRcCO7HAg==,60735,1,6,11177
309644,a574d727c7f64bd6a0006421ed2d8de0,66336,1,4,786
309650,wKgcEV8Re48FpEpTE5OYAg==,62066,-1,3,13086
309652,wKgcEV8Re48FpEpTE5OYAg==,63401,-1,3,7096
309653,wKgcEV8Re48FpEpTE5OYAg==,63401,1,3,7096
309658,wKgcDV6Slyt8d1hmA8WmAg==,65043,1,3,2478
309672,wKgcEF66X4JOOJ9tFRC+Ag==,59161,1,8,147
309715,wKgcD1/0/FojRjr3H9B+Ag==,20305,1,5,457
309755,wKgcEF68Y0GKglrsRI0XAg==,63830,-1,7,7458
309782,wKgcEV3/diIlOmyeEEDrAg==,62826,1,6,99
309803,wKgcDl42z6WfSx90DIGnAg==,62647,-1,3,308
309807,wKgcEV33WRIffC0HBozRAg==,61840,1,37,327
309808,wKgcEV33WRIffC0HBozRAg==,58164,1,37,31
309809,wKgcEV33WRIffC0HBozRAg==,64847,1,37,286
309810,wKgcEV33WRIffC0HBozRAg==,63599,1,37,241
309811,wKgcEV33WRIffC0HBozRAg==,8700,1,37,59
309812,wKgcEV33WRIffC0HBozRAg==,63805,1,37,90
309813,wKgcEV33WRIffC0HBozRAg==,61167,-1,37,103
309831,wKgcC13WGA9OBUZ5BJ+MAg==,64438,1,3,2101
309845,a8243d6eb14f483fb60f05b1396fdd7d,65637,1,6,4
309851,wKgcDV4lh5YmgjfuFHlYAg==,58458,1,5,2858
309858,wKgcEF7TaiCuhlpQBKT0Ag==,48303,1,14,61
309891,wKgcCl6B8wS/XSn5CstjAg==,42826,1,7,91
309907,wKgcEF7Tih5NcX0rA7dKAg==,58467,1,3,426
309910,wKgcClronxoJkFcREGeYAg==,62066,1,4,13086
309950,aa35d42c99ad4aed8f4d5b3b0e62e877,66257,1,6,947
309952,aa35d42c99ad4aed8f4d5b3b0e62e877,65631,1,6,37
309980,wKgcEV3Kz+AYCV33HJFDAg==,59944,1,3,3123
309986,wKgcDmCCHUlmZH1MBgBAAg==,65360,1,4,1304
310001,ac1299f279204a938db38c05f14aed98,66257,-1,5,947
310008,wKgcD18ITztvkhYhBQaSAg==,65520,-1,3,140
310057,wKgcCl6OtPNW3xbrBcvgAg==,65520,1,9,140
310058,wKgcCl6OtPNW3xbrBcvgAg==,23107,1,9,63
310111,wKgcDF3RfbIGtEZSFQdVAg==,63401,1,4,7096
310147,af61087b00664d69a69fdf2ae544e753,64077,1,7,8
310148,af61087b00664d69a69fdf2ae544e753,65175,1,7,2908
310167,wKgcCl0mEtunPyWyCR9VAg==,64175,1,9,597
310168,wKgcCl0mEtunPyWyCR9VAg==,64108,1,9,882
310169,wKgcCl0mEtunPyWyCR9VAg==,64075,1,9,2574
310172,wKgcCl0mEtunPyWyCR9VAg==,64097,1,9,486
310173,wKgcCl0mEtunPyWyCR9VAg==,63925,1,9,1124
310179,wKgcCl0mEtunPyWyCR9VAg==,63830,1,9,7458
310185,wKgcEV3bh4RsdRwwBnuGAg==,60735,-1,3,11177
310292,wKgcEF6J2ZWXaou1HXRSAg==,61167,1,3,103
310301,wKgcDV6dlpEd+GAEF81VAg==,63217,-1,3,20878
310302,wKgcDV6dlpEd+GAEF81VAg==,63217,1,3,20878
310303,wKgcDl4D3sZs7C21D421Ag==,62728,1,5,193
310307,wKgcDl7Jroas8mbTIK6vAg==,9088,-1,3,163
310308,wKgcDl7Jroas8mbTIK6vAg==,9902,1,3,115
310350,wKgcD12o8Fk+3zKKDWKWAg==,14809,-1,12,620
310352,wKgcD18W4RUs2H1HE3SAAg==,64994,1,6,4075
310360,wKgcDF3SyYww7nafDKvxAg==,44822,1,5,110
310361,wKgcDF3SyYww7nafDKvxAg==,46603,1,5,38
310403,wKgcD12ukn6ABC69BGi+Ag==,62445,-1,4,11979
310417,wKgcDF3TvUB9hjGNA0k/Ag==,62066,-1,4,13086
310418,wKgcDF3TvUB9hjGNA0k/Ag==,62066,1,4,13086
310453,wKgcDF3UH5YXPzGhFrRMAg==,64330,-1,3,308
310486,wKgcEF5bQG6e5hRbB+jkAg==,60801,1,8,234
310499,wKgcEF5bZ3ae5hRbDxPfAg==,63256,1,3,8277
310518,b78a3ad06e7d48d2bff182f661718837,61520,1,18,34
310519,b78a3ad06e7d48d2bff182f661718837,44442,1,18,219
310520,b78a3ad06e7d48d2bff182f661718837,61383,1,18,12
310583,wKgcEV438JdUSFbUBoUZAg==,62472,1,3,63
310605,wKgcEF6PEAk1wxOzJiN7Ag==,63388,-1,3,459
310610,wKgcEV44JkVrd15NCLH5Ag==,60735,1,7,11177
310645,wKgcD19WaiI8JWrvMi2XAg==,5163,-1,4,223
310646,wKgcD19WaiI8JWrvMi2XAg==,5163,1,4,223
310704,wKgcEV48DxJiZFBLBJebAg==,60735,-1,3,11177
310759,wKgcEV4EnZZX4ARYDaibAg==,12345,1,13,288
310760,wKgcDl4Mq3dkPGXGHQi8Ag==,58037,1,19,33
310761,wKgcDl4Mq3dkPGXGHQi8Ag==,61141,1,19,311
310851,wKgcC1sr5Bw/y0GtBklEAg==,64649,1,3,51968
310904,wKgcCl7TWSE+iHTfBO8kAg==,64460,1,25,720
310913,wKgcEV4N35ufQU8QA6rMAg==,60112,1,19,66
310919,wKgcD14iILkmbTZsJcCAAg==,58458,1,3,2858
310944,wKgcDV6eeSSiDQ7oBkgLAg==,63901,1,3,328
310946,wKgcDF3YN2SrsR9HBPqJAg==,41945,1,4,78
310947,wKgcDF3YN2SrsR9HBPqJAg==,62775,-1,4,467
310974,bf128c87b4c44d71b6bb98f6691fe70a,66189,1,3,1576
311077,c186b9b03c3b4e5cab5a4bed13828c69,66336,-1,3,786
311086,c208efc41d7145ec9287e79283f3aa00,66373,1,4,605
311100,c269886eb5e54483973e62de9715ce1c,65394,1,3,135
311101,c269886eb5e54483973e62de9715ce1c,66336,1,3,786
311141,wKgcD19+25kOBBrOB5XtAg==,62278,1,4,639
311177,wKgcD1+k3BwX1CEEB0LOAg==,64778,1,5,2085
311196,wKgcDl4SWTGmljNxJjZyAg==,59100,1,3,2088
311202,wKgcC161mH+JzzwuG9deAg==,63401,1,3,7096
311350,wKgcD1/4QH6Y+wd6D1hSAg==,61453,1,4,848
311352,wKgcD1/4QH6Y+wd6D1hSAg==,62311,1,4,908
311353,wKgcDl4UgA1XegnvB6UZAg==,64992,1,10,13745
311355,wKgcDl4UgA1XegnvB6UZAg==,60735,1,10,11177
311382,wKgcEF6YdH5jbpp0BFPIAg==,63136,1,4,2052
311394,wKgcDF3b5H049iP7FWY4Ag==,64649,1,3,51968
311404,wKgcDl4V0sJFnk+PBTkxAg==,58699,1,4,195
311436,wKgcC1tPIuJ20UNWC7QaAg==,60224,1,6,1354
311472,wKgcC15gowQ1Nh67CaLyAg==,12766,-1,6,95
311502,wKgcEF8haC0kNF/uEOviAg==,65199,1,3,5024
311503,wKgcEF8haC0kNF/uEOviAg==,65199,-1,3,5024
311527,ca0a7b49be4f4416b0c7c3863d4501ca,66336,1,3,786
311528,ca0a7b49be4f4416b0c7c3863d4501ca,66373,1,3,605
311588,wKgcD19Y3v4zGkjeDQ6wAg==,59787,-1,3,197
311620,wKgcEF5pMRCaTg3vA2ivAg==,58815,-1,3,282
311766,wKgcDV6hqNRDeDX3GlnkAg==,62990,1,3,1129
311776,wKgcEF80uNUhjUoHA0FbAg==,65374,-1,3,3200
311785,ce8f540976794a6f8fe27ddea3fde44d,66257,-1,6,947
311790,wKgcEF7j19NLh0bOIgZtAg==,63830,-1,4,7458
311818,wKgcC1tfFh2OoUrCA5xWAg==,64550,1,3,620
311832,wKgcEF8mTd9AXlA9CBiCAg==,63786,-1,4,602
311859,wKgcD19CLZxG8ndpD2qzAg==,65360,1,5,1304
311873,cf9577591c014d7380789d26338cc59a,65175,-1,3,2908
311877,wKgcEF6hsIqOIG7TAwrLAg==,64025,1,5,3352
311890,wKgcEF6i0emiqQtRA23GAg==,59675,1,4,18
312009,wKgcC12mtRIT22mgBj47Ag==,57874,1,3,4
312080,wKgcC13Wx8dOBUZ5Ek5bAg==,63401,1,4,7096
312081,wKgcC13Wx8dOBUZ5Ek5bAg==,62066,1,4,13086
312158,wKgcC13XCx1lsEZ8HVcBAg==,63401,1,4,7096
312205,d3e5b164345f4d8f9bcf060912c9c1ed,64290,1,24,1201
312208,d3e5b164345f4d8f9bcf060912c9c1ed,61714,1,24,201
312248,wKgcD14jR8G73060Eo7xAg==,58458,-1,3,2858
312250,wKgcD14jR8G73060Eo7xAg==,63256,-1,3,8277
312258,d48d9c01e6334981b11d13c7a9e3d564,65199,1,5,5024
312266,wKgcC13Xx3QBaXRUDZ/3Ag==,64438,1,5,2101
312275,d4cb43730b874d3398bcd7b657d25f0b,62570,-1,3,983
312285,wKgcDV6nxoAKDBvSCHQkAg==,64108,1,4,882
312288,wKgcC13Y/CIc4h6pC8dDAg==,62066,-1,3,13086
312289,wKgcC13Y/CIc4h6pC8dDAg==,62066,1,3,13086
312294,wKgcC13Y/CIc4h6pC8dDAg==,63401,1,3,7096
312317,wKgcDl4hCWlFjC9iBDOqAg==,60735,1,4,11177
312327,d5f6b0d80b60433d80a3019450e21189,63424,-1,3,1961
312355,wKgcEF6qyEqxxyOEDkYyAg==,58739,1,3,187
312364,d672f546bdf04f9480cd8e822a5c2ae1,66218,1,15,38
312365,d672f546bdf04f9480cd8e822a5c2ae1,57493,1,15,37
312382,wKgcC1u9/hoXhWVrBkqsAg==,59594,1,7,126
312412,wKgcD19OVXxoxmUZIg3wAg==,59948,1,19,37
312458,wKgcDV4nEN2SMkoeGcFkAg==,44442,1,3,219
312474,wKgcEV5Y1EJ6OFF+D2mKAg==,15707,-1,7,159
312533,wKgcDl4k2V6ARxqvBtTkAg==,65043,1,5,2478
312573,wKgcDl4kaC2HcBqxBXDpAg==,62955,1,9,402
312620,wKgcEF7oRUAgLG5+BKdDAg==,23445,-1,4,147
312644,wKgcEF5zcD6ApnT8A+G6Ag==,63217,1,3,20878
312672,wKgcDF3kk980/0lzBPygAg==,62309,1,66,681
312674,wKgcDF3kk980/0lzBPygAg==,62954,1,66,165
312676,wKgcDF3kk980/0lzBPygAg==,60494,1,66,379
312677,wKgcDF3kk980/0lzBPygAg==,63175,1,66,207
312687,db60afdae8ad46b0b11b4747161b78fb,65175,1,5,2908
312692,wKgcD19VvYQ8JWrvCoDcAg==,17405,1,4,668
312803,wKgcEF7qVSBNEn4xCmckAg==,7971,1,54,7
312804,wKgcEF7qVSBNEn4xCmckAg==,8488,1,54,10
312805,wKgcEF7qVSBNEn4xCmckAg==,58843,1,54,43
312807,wKgcEF7qVSBNEn4xCmckAg==,12430,1,54,18
312809,wKgcEF7qVSBNEn4xCmckAg==,11925,1,54,40
312880,wKgcDl5nXFUexhYrBcxYAg==,64152,1,3,5553
312897,e09e821cbbc24880aabc040779a31423,66317,1,4,62
312898,e09e821cbbc24880aabc040779a31423,66336,-1,4,786
312904,wKgcC1uULWM0h1VnCwzOAg==,15370,-1,3,101
312905,wKgcC1uULWM0h1VnCwzOAg==,59022,1,3,9961
312923,wKgcEV5qkXgCiwRBMOl7Ag==,4976,1,36,6
312925,wKgcEV5qkXgCiwRBMOl7Ag==,57620,1,36,5
312927,wKgcEV5qkXgCiwRBMOl7Ag==,61138,1,36,4
312938,wKgcC11gUEhtjQopDJ7ZAg==,62066,1,4,13086
312944,e1b210ab054540528208f2f3b2b1a2cc,66336,-1,3,786
313023,wKgcDV6u1MoBuhRDDrs8Ag==,58062,-1,4,362
313034,wKgcEF6C8LgAM5UIDrfeAg==,20920,1,4,2594
313055,e32e97e20d334f158420cebede403f28,63424,-1,3,1961
313097,wKgcDV6urtu8lBRCCEP/Ag==,60735,1,3,11177
313158,wKgcDl4pjGpLKglBFPswAg==,59532,-1,3,8649
313195,wKgcCl95oYg4dXzTCoxuAg==,41025,-1,3,49
313216,wKgcD1/8lzBTAhNICM5hAg==,62585,-1,3,2653
313217,wKgcD1/8lzBTAhNICM5hAg==,63726,-1,3,2480
313260,e5eebc84b81e4fe9b9ffc3b7e1a67dbb,65175,1,4,2908
313391,wKgcDV6xA7JuU0bOCW2zAg==,59944,1,3,3123
313407,e7c1d5c29b1c4ae6ae5c80afa6c9233c,66337,1,11,52
313447,wKgcDV6xZjBuU0bOGPuEAg==,62385,1,3,6809
313450,e8d7272720ee461093f37a46759e8008,10230,1,5,4
313466,wKgcDF3pUxA14knECle6Ag==,60224,1,3,1354
313475,e949478a18834c60a900fbc50cbf027b,65175,1,3,2908
313488,e9de2180adce424ea18fc79fc635fefe,65631,1,14,37
313613,wKgcD14kRtmIsWlYBUjKAg==,59917,1,8,54
313623,wKgcDl7RdgRdTx7oEM4kAg==,42386,1,4,236
313632,wKgcDV6i8OWO8E8iCP/nAg==,62066,1,4,13086
313674,wKgcCl9SefcFJw4YCK0iAg==,23425,-1,5,941
313675,wKgcCl9SefcFJw4YCK0iAg==,23425,1,5,941
313710,wKgcCl9Uon87i2+eBbSVAg==,64494,1,3,2906
313780,wKgcD14kWFioMmlgD7QJAg==,59022,-1,4,9961
313791,f0b613fe47754cd1bafabffce4ab9254,66257,1,4,947
313804,wKgcC1v1adCH5XTHBFi4Ag==,61319,1,5,447
313805,wKgcC1v1adCH5XTHBFi4Ag==,61383,1,5,12
313806,wKgcC1v1adCH5XTHBFi4Ag==,61470,-1,5,19
313821,f174804e396a45c6beb30dcc7e00f61f,59674,1,8,596
313822,wKgcDl4xyWU2xB6eBA4oAg==,64896,1,4,502
313946,wKgcDl7SkSY9zVeIA/HdAg==,8703,1,3,30
313982,f267fd03dc614c479ad097797329f354,66336,1,4,786
313983,f267fd03dc614c479ad097797329f354,66336,-1,4,786
314101,wKgcEF6Eelil3GZKA2NjAg==,58180,1,5,213
314102,wKgcEF6Eelil3GZKA2NjAg==,58182,1,5,153
314120,wKgcDl5/NdRxfXUzA3qUAg==,64992,1,3,13745
314192,f4251123cfa74f4d98482ade4c998e37,47065,1,19,49
314193,f46633f01c104f58bc4335075f9d9b50,66336,1,20,786
314199,wKgcEV6EcKexQGRHGiA4Ag==,59944,1,3,3123
314342,wKgcDF3vwAMiyR03C9rbAg==,58813,-1,6,357
314343,wKgcDF3vwAMiyR03C9rbAg==,59619,-1,6,439
314346,wKgcDF3vwAMiyR03C9rbAg==,61247,-1,6,497
314348,wKgcDF3vwAMiyR03C9rbAg==,62394,-1,6,667
314357,f63f01f2fad747c99ea3517359eeec86,59650,1,24,333
314358,f63f01f2fad747c99ea3517359eeec86,66337,1,24,52
314363,f63f01f2fad747c99ea3517359eeec86,46823,1,24,138
314367,wKgcD14kk7OTbGlcCOV7Ag==,61035,1,3,490
314379,wKgcDlommcl95yGlCrKEAg==,65058,1,24,4675
314385,f6d42a92b78c445ca8436a548acdb397,66336,1,3,786
314439,wKgcD1rolVGEOhLpE0JgAg==,12569,1,5,9048
314440,wKgcD1rolVGEOhLpE0JgAg==,65360,1,5,1304
314443,f7fdb50b027a4b30b5991928280f7904,62708,1,7,332
314450,f81b92ff90fe48f8ad30a69c78cf445d,66251,1,3,83
314499,wKgcDloo/WQNZGbTBiDrAg==,61164,-1,6,894
314559,fad56498fbae4a77a9d650c4814e5a6e,63084,1,6,91
314564,wKgcC14yVF+8MhfDBNVzAg==,63136,1,3,2052
314639,wKgcDl54nJ4YBAlFAy6rAg==,22867,1,4,362
314640,wKgcDl54nJ4YBAlFAy6rAg==,64992,1,4,13745
314652,wKgcD17ArVBRFChyAxNKAg==,62858,1,3,1201
314688,fd2eef9f60344313994cac86be5fda86,66254,1,5,33
314689,fd2eef9f60344313994cac86be5fda86,66336,1,5,786
314690,fd2eef9f60344313994cac86be5fda86,65175,1,5,2908
314748,wKgcEV6OCAimaQL8HJJPAg==,65042,1,4,370
314793,ff7e4038d9ff48059fa38f155915dac1,65780,1,3,514
314807,ffd1d3d16ed24fecbfddc9a35cb52ece,65360,1,6,1304
314868,wKgcDlrhzwQA0SKxBGsnAg==,65058,-1,4,4675
314880,wKgcDlri1C5l7nTcB5+kAg==,62066,-1,5,13086
314893,wKgcC15dVv5gsl3gF8UvAg==,17748,1,23,89
314903,wKgcEF7QAXuAh428M26MAg==,63136,1,6,2052
314904,wKgcEF7QAXuAh428M26MAg==,62238,1,6,1469
314906,wKgcEF7QAXuAh428M26MAg==,62587,-1,6,3219
314941,wKgcC1vmMIulUyN9Cc3aAg==,60534,1,3,164
314945,wKgcDlriVFkaHBtACBW1Ag==,63231,1,3,982
315002,wKgcD1ssjasI3DO2CKAPAg==,48989,1,129,445
315004,wKgcD1ssjasI3DO2CKAPAg==,65360,1,129,1304
315005,wKgcD1ssjasI3DO2CKAPAg==,65296,1,129,1343
315007,wKgcD1ssjasI3DO2CKAPAg==,60541,1,129,937
315013,wKgcD1ssjasI3DO2CKAPAg==,65519,1,129,58
315014,wKgcC15vdUgNBnXIGKsZAg==,63136,1,4,2052
315045,wKgcEF7TaiCuhlpQBKT0Ag==,9786,1,14,101
315046,wKgcEF7TaiCuhlpQBKT0Ag==,9796,1,14,100
315100,wKgcD1/OMrsOZU4AHOPbAg==,65469,1,3,34
315139,wKgcDlrjaugVRn+sA1rbAg==,61702,1,12,1002
315157,wKgcDFwK7hgG5hiDFJE6Ag==,62735,1,5,211
315158,wKgcDFwK7hgG5hiDFJE6Ag==,63999,1,5,463
315159,wKgcDFwK7hgG5hiDFJE6Ag==,62954,1,5,165
315208,wKgcDlrkmv4kyFiCCeY1Ag==,65043,1,11,2478
315276,wKgcClv2roymfi2ZDlYYAg==,64330,1,13,308
315297,wKgcEV6YrWa1+WdHCrwsAg==,64494,1,3,2906
315336,wKgcDl5rtmh3i3d/DQyoAg==,59022,1,3,9961
315337,wKgcDl5rtmh3i3d/DQyoAg==,59022,-1,3,9961
315396,wKgcEF7YzYIdGJCgG3vMAg==,64025,1,3,3352
315397,wKgcEF7YzYIdGJCgG3vMAg==,62238,1,3,1469
315402,wKgcEF7YzYIdGJCgG3vMAg==,62066,1,3,13086
315417,wKgcEGD1YLRPn0PrDraUAg==,63347,1,3,586
315457,wKgcD1vTiXBjjQk5D7gXAg==,19745,1,3,1083
315458,wKgcD1vTiXBjjQk5D7gXAg==,19745,-1,3,1083
315483,wKgcDF4+YrYNDRySCi8+Ag==,64649,-1,3,51968
315504,wKgcC16ILdxbrCDRCgJQAg==,61954,1,15,223
315505,wKgcC16ILdxbrCDRCgJQAg==,63136,1,15,2052
315528,wKgcDlrsTXx/wRWMDUHbAg==,65058,1,3,4675
315536,wKgcDF4+ZZINDRySCo17Ag==,62066,1,3,13086
315537,wKgcDF4+ZZINDRySCo17Ag==,62066,-1,3,13086
315577,wKgcD1/V0UNLNWR9Bv4qAg==,62445,-1,4,11979
315578,wKgcD1/V0UNLNWR9Bv4qAg==,62445,1,4,11979
315606,wKgcDl5sXvahEFl6A2FGAg==,64187,1,6,3412
315620,wKgcDl5DnE2swRFaCMf8Ag==,20907,1,28,899
315621,wKgcDl5DnE2swRFaCMf8Ag==,28303,1,28,122
315656,wKgcEF6HD8qyZ3WKInbUAg==,40705,-1,6,228
315657,wKgcEF6HD8qyZ3WKInbUAg==,57568,-1,6,212
315661,wKgcEF6HD8qyZ3WKInbUAg==,59194,-1,6,167
315662,wKgcEF6HD8qyZ3WKInbUAg==,61453,-1,6,848
315664,wKgcEF6HD8qyZ3WKInbUAg==,62311,-1,6,908
315665,wKgcEF6HD8qyZ3WKInbUAg==,63583,-1,6,1585
315671,wKgcEV6fR5cpI3mxA6UsAg==,60735,1,9,11177
315699,wKgcDl5FDjuVdn8OC/h9Ag==,59674,1,7,596
315748,wKgcC13YMpi0/3RSEJTlAg==,63401,1,3,7096
315751,wKgcC13YMpi0/3RSEJTlAg==,64438,1,3,2101
315767,wKgcDls3IlS+1BPwBCFpAg==,65042,1,11,370
315783,wKgcClxnLa8NdD66CmO0Ag==,64490,1,36,865
315791,wKgcDls8cSGjTxxOBYp9Ag==,60735,1,3,11177
315883,wKgcDl5Glncf/mSGFVe/Ag==,63217,-1,3,20878
315919,wKgcC1wKvHxIUyZRFs3uAg==,63761,-1,6,436
315923,wKgcEF6HcCeR8CKbAxHgAg==,64189,1,34,757
315924,wKgcEF6HcCeR8CKbAxHgAg==,57862,1,34,54
315925,wKgcEF6HcCeR8CKbAxHgAg==,59943,1,34,35
315941,wKgcC1wMT7olEX9/GZf2Ag==,62445,1,4,11979
315996,wKgcClyp28a3RiYrBRrpAg==,62066,1,3,13086
316006,wKgcEV6oYjKT4nwiD5yeAg==,60735,-1,3,11177
316007,wKgcEV6oYjKT4nwiD5yeAg==,60735,1,3,11177
316010,wKgcEV6oYjKT4nwiD5yeAg==,59944,1,3,3123
316074,wKgcD1/bSg53qwKzEawFAg==,63356,1,19,177
316076,wKgcD1/bSg53qwKzEawFAg==,64268,1,19,575
316077,wKgcD1/bSg53qwKzEawFAg==,64108,-1,19,882
316078,wKgcD1/bSg53qwKzEawFAg==,64108,1,19,882
316081,wKgcDlsYyigosQyBA7ezAg==,65043,-1,3,2478
316112,wKgcD1/blQ90mxfmBOk7Ag==,62570,1,10,983
316114,wKgcD1/blQ90mxfmBOk7Ag==,62570,-1,10,983
316116,wKgcD1/blQ90mxfmBOk7Ag==,62587,-1,10,3219
316156,wKgcEF7j19NLh0bOIgZtAg==,63136,-1,4,2052
316239,wKgcDl5L0P+4/yE2FAE6Ag==,48085,1,3,27
316291,wKgcEF6Jh7VcqourBEpaAg==,64649,-1,3,51968
316330,wKgcDlsmmnamN2qoBeAwAg==,48085,-1,3,27
316478,wKgcEV6xoxRo4hUkKKbcAg==,58458,1,3,2858
316491,wKgcEF6KFcSRkou0PaVBAg==,62066,-1,3,13086
316493,wKgcEF7nUVeLwhNpBhDsAg==,64898,-1,3,9036
316502,wKgcEV6ypwhATwXQGAoSAg==,64658,1,6,453
316505,wKgcEF9QBJAXg4ECBWeNAg==,65199,1,4,5024
316506,wKgcEF9QBJAXg4ECBWeNAg==,65299,1,4,2063
316625,wKgcD1+5G2GkIjx8GMZfAg==,65497,1,7,47
316626,wKgcD1+5G2GkIjx8GMZfAg==,8544,1,7,93
